(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=t, cntxt=f, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=t, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=t)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=f, cntxt=f, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=t, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=t, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=t, wkpos=t, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=t, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=t, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=t, simpl=t, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=f, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=f, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=f, skrxp=t, spcop=f, stlmt=f, thrsk=t, wkcti=f, wkna8=f, wknck=t, wkovl=f, wkpos=t, wtoeg=t)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=t, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=t, wkpos=f, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=t, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=t, simpl=t, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=f, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=t, bkxcr=t, bkxwp=t, blxwp=t, bxqsq=f, cntxt=f, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=f, wkpos=t, wtoeg=t)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=f, reskd=f, reskr=t, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=f, wkpos=f, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=t, bkxcr=t, bkxwp=t, blxwp=t, bxqsq=f, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=f, wkpos=t, wtoeg=t)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=f, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=t, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=t, wkna8=f, wknck=t, wkovl=t, wkpos=f, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=t, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=t, wkna8=f, wknck=t, wkovl=t, wkpos=f, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=f, reskd=f, reskr=t, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=t, wkna8=f, wknck=t, wkovl=f, wkpos=f, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=t, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=f, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=t, bxqsq=f, cntxt=t, dsopp=t, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=t, rimmx=f, rkxwp=t, rxmsq=f, simpl=t, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=t, wkna8=f, wknck=t, wkovl=t, wkpos=f, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=t, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=t, wkpos=t, wtoeg=n)-
(bkblk=t, bknwy=f, bkon8=f, bkona=t, bkspr=f, bkxbq=t, bkxcr=t, bkxwp=t, blxwp=t, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=b, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=t, rimmx=f, rkxwp=f, rxmsq=f, simpl=t, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=f, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=f, bkxwp=t, blxwp=t, bxqsq=t, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=t, wkpos=t, wtoeg=n)-
(bkblk=t, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=f, bkxcr=t, bkxwp=t, blxwp=t, bxqsq=t, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=w, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=t, rimmx=f, rkxwp=t, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=f, wkpos=f, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=t, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=t, cntxt=t, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=t, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=t, bxqsq=f, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=t, rxmsq=f, simpl=t, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=t, wkpos=t, wtoeg=n)-
(bkblk=t, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=t, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=t, rimmx=f, rkxwp=f, rxmsq=f, simpl=t, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=t, wkcti=t, wkna8=f, wknck=f, wkovl=t, wkpos=f, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=f, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=f, wkpos=t, wtoeg=n)+
(bkblk=t, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=f, dsopp=t, dwipd=l, hdchk=f, katri=b, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=t, simpl=t, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=t, thrsk=f, wkcti=f, wkna8=t, wknck=f, wkovl=t, wkpos=f, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=t, bkona=f, bkspr=f, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=t, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=t, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=t)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=t, cntxt=t, dsopp=f, dwipd=g, hdchk=f, katri=b, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=t, wkpos=t, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=t, bkspr=t, bkxbq=t, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=f, cntxt=f, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=f, cntxt=f, dsopp=t, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=f, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=t, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=f, wkpos=t, wtoeg=n)+
(bkblk=t, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=w, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=f, bkxcr=t, bkxwp=t, blxwp=t, bxqsq=f, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=t, wkpos=t, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=t, bkxwp=f, blxwp=t, bxqsq=f, cntxt=f, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=t, rxmsq=f, simpl=t, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=f, reskd=f, reskr=t, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=t, wkna8=f, wknck=t, wkovl=f, wkpos=f, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=t, bkspr=t, bkxbq=t, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=f, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=t, qxmsq=f, r2ar8=f, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=t, skach=f, skewr=f, skrxp=t, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=f, wkpos=t, wtoeg=t)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=f, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=f, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=t, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=t, wkcti=f, wkna8=f, wknck=t, wkovl=f, wkpos=t, wtoeg=t)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=w, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=t, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=t, cntxt=f, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=t, rkxwp=f, rxmsq=t, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=t, bkon8=f, bkona=f, bkspr=t, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=t, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=w, mulch=f, qxmsq=f, r2ar8=f, reskd=f, reskr=t, rimmx=t, rkxwp=t, rxmsq=f, simpl=t, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=t, wkna8=f, wknck=f, wkovl=f, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=t)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=t, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=f, cntxt=f, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=f, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=t, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=f, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=t, bkxwp=t, blxwp=t, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=t, rimmx=f, rkxwp=t, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=t, wkpos=f, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=f, bkxwp=t, blxwp=t, bxqsq=t, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=t, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=t, wkna8=f, wknck=t, wkovl=t, wkpos=t, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=t, cntxt=f, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=t, wkpos=t, wtoeg=n)-
(bkblk=t, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=f, bkxcr=t, bkxwp=t, blxwp=t, bxqsq=t, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=t, rimmx=f, rkxwp=t, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=f, wkpos=f, wtoeg=n)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=f, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=f, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=f, wkpos=t, wtoeg=t)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=t, bxqsq=f, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=t, rkxwp=t, rxmsq=f, simpl=f, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=t, wkpos=t, wtoeg=n)+
(bkblk=t, bknwy=t, bkon8=f, bkona=t, bkspr=f, bkxbq=t, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=b, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=t, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=f, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=t, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=t, bxqsq=f, cntxt=f, dsopp=f, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=t, rxmsq=f, simpl=t, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=t, wkovl=t, wkpos=t, wtoeg=t)-
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=f, bkxwp=f, blxwp=t, bxqsq=f, cntxt=f, dsopp=t, dwipd=l, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=t, rxmsq=f, simpl=f, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=t, cntxt=f, dsopp=t, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=t)-
(bkblk=t, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=t, bxqsq=f, cntxt=f, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=t, rxmsq=f, simpl=f, skach=f, skewr=f, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=f, bkxwp=f, blxwp=t, bxqsq=f, cntxt=f, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=t, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=w, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=t, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=t, wkna8=f, wknck=f, wkovl=f, wkpos=f, wtoeg=n)+
(bkblk=f, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=t, bkxcr=f, bkxwp=f, blxwp=f, bxqsq=f, cntxt=f, dsopp=f, dwipd=g, hdchk=f, katri=n, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=t, simpl=t, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)+
(bkblk=t, bknwy=f, bkon8=f, bkona=f, bkspr=f, bkxbq=f, bkxcr=t, bkxwp=f, blxwp=f, bxqsq=f, cntxt=t, dsopp=f, dwipd=l, hdchk=f, katri=b, mulch=f, qxmsq=f, r2ar8=t, reskd=f, reskr=f, rimmx=f, rkxwp=f, rxmsq=f, simpl=f, skach=f, skewr=t, skrxp=f, spcop=f, stlmt=f, thrsk=f, wkcti=f, wkna8=f, wknck=f, wkovl=t, wkpos=t, wtoeg=n)+
